Date,Day,Temperature
20/12/2007,1084,-4
21/12/2007,1085,-2.7
22/12/2007,1086,-2.9
23/12/2007,1087,-0.4
24/12/2007,1088,6.6
25/12/2007,1089,-0.8
26/12/2007,1090,3.5
27/12/2007,1091,6.7
28/12/2007,1092,6.3
29/12/2007,1093,3.3
30/12/2007,1094,1
31/12/2007,1095,3.7
